VALUE,COUNT,BPS_NAME,BPS_MODEL,GROUPVEG,EVT_NAME,EVT_PHYS,LABEL
917,140,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Acidic Rocky Outcrop Woodland,Conifer,UN
918,5,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture
919,4252,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,UE
920,76,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Recently Logged-Herb and Grass Cover,Grassland,UN
921,5,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian Acidic Rocky Outcrop Woodland,Conifer,D
922,6,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Northern Pine Forest,Conifer,UN
923,5,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Great Lakes Dune Grassland,Grassland,UN
924,6,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Great Lakes Dune Grassland,Grassland,A
925,32,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Recently Logged-Shrub Cover,Shrubland,UN
926,7,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,UN
927,1,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian Acidic Rocky Outcrop Woodland,Conifer,B
928,368,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Recently Logged-Herb and Grass Cover,Grassland,A
929,10,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian Acidic Rocky Outcrop Woodland,Conifer,C
930,6,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,E
931,5,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,E
932,4,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,D
933,1,Laurentian Pine-Oak Barrens,14071_41_50_51,Hardwood-Conifer,Northeastern North American Temperate Forest Plantation,Conifer,UE
934,9,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Recently Disturbed Other-Herb and Grass Cover,Grassland,B
935,1,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian Acidic Rocky Outcrop Woodland,Conifer,C
936,5,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,B
937,2,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,C
938,2,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,C
939,2,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Wheat,Agricultural,Agriculture
940,4,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Eastern Cool Temperate Row Crop,Agricultural,Agriculture
941,607,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren or Sparse
942,5,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,C
943,2,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Pine-Oak Barrens,Conifer-Hardwood,B
944,16,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Freshwater Marsh,Riparian,E
945,6,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,UN
946,66,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,UE
947,331,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,UE
948,73,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Pine-Oak Barrens,Conifer-Hardwood,UN
949,7,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian Pine-Oak Barrens,Conifer-Hardwood,D
950,6,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Eastern Cool Temperate Urban Deciduous Forest,Developed,Urban
951,30,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,C
952,194,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Boreal-Laurentian Bog,Riparian,A
953,13,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,UE
954,1,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,UE
955,14,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,UE
956,109,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Recently Logged-Shrub Cover,Shrubland,A
957,2,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,UE
958,510,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Developed-Medium Intensity,Developed-Medium Intensity,Urban
959,203,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,UE
960,1,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Wheat,Agricultural,Agriculture
961,27,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Floodplain Forest,Riparian,D
962,202,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,UE
963,9,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,UE
964,417,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Developed Ruderal Grassland,Developed,UE
965,52,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,UE
966,17,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,UE
967,70,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Freshwater Marsh,Riparian,B
968,4,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,UE
969,2,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Alkaline Fen,Riparian,C
970,3,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,UE
971,7,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Northern Great Lakes Coastal Marsh,Riparian,B
972,19,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,C
973,57,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Wet Meadow,Riparian,A
974,1,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Northern Pine Forest,Conifer,B
975,28,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Shrub Swamp,Riparian,C
976,7,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agriculture
977,137,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Wet Meadow,Riparian,B
978,26,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,C
979,9,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agriculture
980,4,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,UN
981,4,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Floodplain Forest,Riparian,B
982,47,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,B
983,7,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,C
984,11,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,C
985,387,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Urban Shrubland,Developed,Urban
986,44,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Urban Herbaceous,Developed,Urban
987,707,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Developed-Medium Intensity,Developed-Medium Intensity,Urban
988,2,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Northern Oak Forest,Hardwood,C
989,291,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Developed-Medium Intensity,Developed-Medium Intensity,Urban
990,204,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Developed-High Intensity,Developed-High Intensity,Urban
991,95,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Developed-Medium Intensity,Developed-Medium Intensity,Urban
992,21,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE
993,31,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Developed-High Intensity,Developed-High Intensity,Urban
994,23,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian Pine Barrens,Conifer,C
995,18,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,C
996,103,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Developed-Low Intensity,Developed-Low Intensity,Urban
997,34,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Eastern Cool Temperate Developed Ruderal Grassland,Developed,UE
998,3,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,UE
999,1,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Northern Great Lakes Interdunal Wetland,Riparian,B
1000,4,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,UN
1001,16,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Developed Ruderal Grassland,Developed,UE
1002,257,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Developed-High Intensity,Developed-High Intensity,Urban
1003,9,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Boreal-Laurentian Bog,Riparian,A
1004,4,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Shrub Swamp,Riparian,A
1005,40,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Northern Great Lakes Coastal Marsh,Riparian,A
1006,2,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Floodplain Shrubland,Riparian,C
1007,5,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Freshwater Marsh,Riparian,A
1008,1,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Orchard,Agricultural,Agriculture
1009,2,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Northern Oak Forest,Hardwood,C
1010,6,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Northern Great Lakes Interdunal Wetland,Riparian,A
1011,11,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Developed-High Intensity,Developed-High Intensity,Urban
1012,27,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Eastern Cool Temperate Urban Evergreen Forest,Developed,Urban
1013,4,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,D
1014,4,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Northern Pine Forest,Conifer,C
1015,2,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE
1016,4,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian Oak Barrens,Hardwood,B
1017,4,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian Oak Barrens,Hardwood,C
1018,1,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian Pine Barrens,Conifer,C
1019,1,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Developed-Low Intensity,Developed-Low Intensity,Urban
1020,1,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,D
1021,3,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Oak Barrens,Hardwood,E
1022,96,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Oak Barrens,Hardwood,UN
1023,2,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian Pine-Oak Barrens,Conifer-Hardwood,C
1024,20,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,C
1025,2,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture
1026,2,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Floodplain Forest,Riparian,C
1027,3,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Close Grown Crop,Agricultural,Agriculture
1028,2,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,B
1029,5,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,B
1030,1,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,D
1031,23,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian Pine Barrens,Conifer,C
1032,569,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,UE
1033,4,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer,A
1034,7,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture
1035,2,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Floodplain Forest,Riparian,C
1036,4,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture
1037,107,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Close Grown Crop,Agricultural,Agriculture
1038,35,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,UE
1039,1,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian Acidic Rocky Outcrop Woodland,Conifer,C
1040,183,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,UE
1041,8,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,C
1042,6,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,UE
1043,7,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Developed Ruderal Mixed Forest,Developed,UE
1044,5,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian Acidic Rocky Outcrop Shrubland,Shrubland,A
1045,468,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,UE
1046,5,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian Acidic Rocky Outcrop Shrubland,Shrubland,A
1047,1,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Northern Pine Forest,Conifer,B
1048,3,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,B
1049,4,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Alkaline Fen,Riparian,UN
1050,171,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,C
1051,1,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Recently Logged-Tree Cover,Conifer,A
1052,1,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,A
1053,1456,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Developed-High Intensity,Developed-High Intensity,Urban
1054,3,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,UE
1055,13,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture
1056,2,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Floodplain Forest,Riparian,C
1057,2,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Hardwood Forest,Hardwood,B
1058,52,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,UE
1059,1,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Eastern Cool Temperate Urban Evergreen Forest,Developed,Urban
1060,1,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Eastern Cool Temperate Row Crop,Agricultural,Agriculture
1061,1,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Floodplain Shrubland,Riparian,UN
1062,148,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian Acidic Rocky Outcrop Woodland,Conifer,D
1063,1,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,B
1064,288,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Developed-High Intensity,Developed-High Intensity,Urban
1065,1,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Developed-Medium Intensity,Developed-Medium Intensity,Urban
1066,2,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Hardwood Forest,Hardwood,B
1067,1,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Pine-Oak Barrens,Conifer-Hardwood,E
1068,1,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Developed-Medium Intensity,Developed-Medium Intensity,Urban
1069,2,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Recently Disturbed Other-Shrub Cover,Shrubland,A
1070,46,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agriculture
1071,2,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture
1072,2,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,C
1073,6,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Pine-Oak Barrens,Conifer-Hardwood,B
1074,1,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,14940_41_50_51,Riparian,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,D
1075,1,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian Pine-Oak Barrens,Conifer-Hardwood,C
1076,8,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Hardwood Forest,Hardwood,C
1077,4,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,B
1078,1,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Recently Disturbed Other-Tree Cover,Conifer,UN
1079,11,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Recently Disturbed Other-Herb and Grass Cover,Grassland,UN
1080,1,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian Acidic Rocky Outcrop Shrubland,Shrubland,UN
1081,33,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,D
1082,2,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian Pine Barrens,Conifer,B
1083,24,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,C
1084,5,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Hardwood Forest,Hardwood,B
1085,29,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian Pine-Oak Barrens,Conifer-Hardwood,D
1086,32,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Row Crop,Agricultural,Agriculture
1087,303,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,UN
1088,1,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian Acidic Rocky Outcrop Woodland,Conifer,UN
1089,17,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,UE
1090,1,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian Acidic Rocky Outcrop Woodland,Conifer,B
1091,2,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian Acidic Rocky Outcrop Woodland,Conifer,C
1092,1,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Recently Logged-Tree Cover,Conifer,C
1093,1,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,UN
1094,2,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,A
1095,125,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,UE
1096,61,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,UE
1097,2,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Acidic Rocky Outcrop Woodland,Conifer,B
1098,2,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian Pine-Oak Barrens,Conifer-Hardwood,C
1099,8,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Pine-Hemlock Forest,Conifer,UN
